Date,SP-Open,SP-High,SP-Low,SP-Close,SP-Volume,SP-Adj Close,EU-Open,EU-High,EU-Low,EU-Close,EU-Volume,EU-Adj Close,BR-Open,BR-High,BR-Low,BR-Close,BR-Volume,BR-Adj Close,HK-Open,HK-High,HK-Low,HK-Close,HK-Volume,HK-Adj Close
1950-02-02,17.23,17.23,17.23,17.23,2040000.0,17.23,,,,,,,,,,,,,,,,,,
1950-02-03,17.290001,17.290001,17.290001,17.290001,2210000.0,17.290001,,,,,,,,,,,,,,,,,,
1950-02-06,17.32,17.32,17.32,17.32,1490000.0,17.32,,,,,,,,,,,,,,,,,,
1950-02-07,17.23,17.23,17.23,17.23,1360000.0,17.23,,,,,,,,,,,,,,,,,,
1950-02-08,17.209999,17.209999,17.209999,17.209999,1470000.0,17.209999,,,,,,,,,,,,,,,,,,
1950-02-09,17.280001,17.280001,17.280001,17.280001,1810000.0,17.280001,,,,,,,,,,,,,,,,,,
1950-02-10,17.24,17.24,17.24,17.24,1790000.0,17.24,,,,,,,,,,,,,,,,,,
1950-02-14,17.059999,17.059999,17.059999,17.059999,2210000.0,17.059999,,,,,,,,,,,,,,,,,,
1950-02-15,17.059999,17.059999,17.059999,17.059999,1730000.0,17.059999,,,,,,,,,,,,,,,,,,
1950-02-16,16.99,16.99,16.99,16.99,1920000.0,16.99,,,,,,,,,,,,,,,,,,
1950-02-17,17.15,17.15,17.15,17.15,1940000.0,17.15,,,,,,,,,,,,,,,,,,
1950-02-20,17.200001,17.200001,17.200001,17.200001,1420000.0,17.200001,,,,,,,,,,,,,,,,,,
1950-02-21,17.17,17.17,17.17,17.17,1260000.0,17.17,,,,,,,,,,,,,,,,,,
1950-02-23,17.209999,17.209999,17.209999,17.209999,1310000.0,17.209999,,,,,,,,,,,,,,,,,,
1950-02-24,17.280001,17.280001,17.280001,17.280001,1710000.0,17.280001,,,,,,,,,,,,,,,,,,
1950-02-27,17.280001,17.280001,17.280001,17.280001,1410000.0,17.280001,,,,,,,,,,,,,,,,,,
1950-02-28,17.219999,17.219999,17.219999,17.219999,1310000.0,17.219999,,,,,,,,,,,,,,,,,,
1950-03-01,17.24,17.24,17.24,17.24,1410000.0,17.24,,,,,,,,,,,,,,,,,,
1950-03-02,17.23,17.23,17.23,17.23,1340000.0,17.23,,,,,,,,,,,,,,,,,,
1950-03-03,17.290001,17.290001,17.290001,17.290001,1520000.0,17.290001,,,,,,,,,,,,,,,,,,
1950-03-06,17.32,17.32,17.32,17.32,1470000.0,17.32,,,,,,,,,,,,,,,,,,
1950-03-07,17.200001,17.200001,17.200001,17.200001,1590000.0,17.200001,,,,,,,,,,,,,,,,,,
1950-03-08,17.190001,17.190001,17.190001,17.190001,1360000.0,17.190001,,,,,,,,,,,,,,,,,,
1950-03-09,17.07,17.07,17.07,17.07,1330000.0,17.07,,,,,,,,,,,,,,,,,,
1950-03-10,17.09,17.09,17.09,17.09,1260000.0,17.09,,,,,,,,,,,,,,,,,,
1950-03-13,17.120001,17.120001,17.120001,17.120001,1060000.0,17.120001,,,,,,,,,,,,,,,,,,
1950-03-14,17.25,17.25,17.25,17.25,1140000.0,17.25,,,,,,,,,,,,,,,,,,
1950-03-15,17.450001,17.450001,17.450001,17.450001,1830000.0,17.450001,,,,,,,,,,,,,,,,,,
1950-03-16,17.49,17.49,17.49,17.49,2060000.0,17.49,,,,,,,,,,,,,,,,,,
1950-03-17,17.450001,17.450001,17.450001,17.450001,1600000.0,17.450001,,,,,,,,,,,,,,,,,,
1950-03-20,17.440001,17.440001,17.440001,17.440001,1430000.0,17.440001,,,,,,,,,,,,,,,,,,
1950-03-21,17.450001,17.450001,17.450001,17.450001,1400000.0,17.450001,,,,,,,,,,,,,,,,,,
1950-03-22,17.549999,17.549999,17.549999,17.549999,2010000.0,17.549999,,,,,,,,,,,,,,,,,,
1950-03-23,17.559999,17.559999,17.559999,17.559999,2020000.0,17.559999,,,,,,,,,,,,,,,,,,
1950-03-24,17.559999,17.559999,17.559999,17.559999,1570000.0,17.559999,,,,,,,,,,,,,,,,,,
1950-03-27,17.459999,17.459999,17.459999,17.459999,1930000.0,17.459999,,,,,,,,,,,,,,,,,,
1950-03-28,17.530001,17.530001,17.530001,17.530001,1780000.0,17.530001,,,,,,,,,,,,,,,,,,
1950-03-29,17.440001,17.440001,17.440001,17.440001,2090000.0,17.440001,,,,,,,,,,,,,,,,,,
1950-03-30,17.299999,17.299999,17.299999,17.299999,2370000.0,17.299999,,,,,,,,,,,,,,,,,,
1950-03-31,17.290001,17.290001,17.290001,17.290001,1880000.0,17.290001,,,,,,,,,,,,,,,,,,
1950-04-03,17.530001,17.530001,17.530001,17.530001,1570000.0,17.530001,,,,,,,,,,,,,,,,,,
1950-04-04,17.549999,17.549999,17.549999,17.549999,2010000.0,17.549999,,,,,,,,,,,,,,,,,,
1950-04-05,17.629999,17.629999,17.629999,17.629999,1430000.0,17.629999,,,,,,,,,,,,,,,,,,
1950-04-06,17.780001,17.780001,17.780001,17.780001,2000000.0,17.780001,,,,,,,,,,,,,,,,,,
1950-04-10,17.85,17.85,17.85,17.85,2070000.0,17.85,,,,,,,,,,,,,,,,,,
1950-04-11,17.75,17.75,17.75,17.75,2010000.0,17.75,,,,,,,,,,,,,,,,,,
1950-04-12,17.940001,17.940001,17.940001,17.940001,2010000.0,17.940001,,,,,,,,,,,,,,,,,,
1950-04-13,17.98,17.98,17.98,17.98,2410000.0,17.98,,,,,,,,,,,,,,,,,,
1950-04-14,17.959999,17.959999,17.959999,17.959999,2750000.0,17.959999,,,,,,,,,,,,,,,,,,
1950-04-17,17.879999,17.879999,17.879999,17.879999,2520000.0,17.879999,,,,,,,,,,,,,,,,,,
1950-04-18,18.030001,18.030001,18.030001,18.030001,3320000.0,18.030001,,,,,,,,,,,,,,,,,,
1950-04-19,18.049999,18.049999,18.049999,18.049999,2950000.0,18.049999,,,,,,,,,,,,,,,,,,
1950-04-20,17.93,17.93,17.93,17.93,2590000.0,17.93,,,,,,,,,,,,,,,,,,
1950-04-21,17.959999,17.959999,17.959999,17.959999,2710000.0,17.959999,,,,,,,,,,,,,,,,,,
1950-04-24,17.83,17.83,17.83,17.83,2310000.0,17.83,,,,,,,,,,,,,,,,,,
1950-04-25,17.83,17.83,17.83,17.83,1830000.0,17.83,,,,,,,,,,,,,,,,,,
1950-04-26,17.76,17.76,17.76,17.76,1880000.0,17.76,,,,,,,,,,,,,,,,,,
1950-04-27,17.860001,17.860001,17.860001,17.860001,2070000.0,17.860001,,,,,,,,,,,,,,,,,,
1950-04-28,17.959999,17.959999,17.959999,17.959999,2190000.0,17.959999,,,,,,,,,,,,,,,,,,
1950-05-01,18.219999,18.219999,18.219999,18.219999,2390000.0,18.219999,,,,,,,,,,,,,,,,,,
1950-05-02,18.110001,18.110001,18.110001,18.110001,2250000.0,18.110001,,,,,,,,,,,,,,,,,,
1950-05-03,18.27,18.27,18.27,18.27,2120000.0,18.27,,,,,,,,,,,,,,,,,,
1950-05-04,18.120001,18.120001,18.120001,18.120001,2150000.0,18.120001,,,,,,,,,,,,,,,,,,
1950-05-05,18.219999,18.219999,18.219999,18.219999,1800000.0,18.219999,,,,,,,,,,,,,,,,,,
1950-05-08,18.27,18.27,18.27,18.27,1680000.0,18.27,,,,,,,,,,,,,,,,,,
1950-05-09,18.27,18.27,18.27,18.27,1720000.0,18.27,,,,,,,,,,,,,,,,,,
1950-05-10,18.290001,18.290001,18.290001,18.290001,1880000.0,18.290001,,,,,,,,,,,,,,,,,,
1950-05-11,18.290001,18.290001,18.290001,18.290001,1750000.0,18.290001,,,,,,,,,,,,,,,,,,
1950-05-12,18.18,18.18,18.18,18.18,1790000.0,18.18,,,,,,,,,,,,,,,,,,
1950-05-15,18.26,18.26,18.26,18.26,1220000.0,18.26,,,,,,,,,,,,,,,,,,
1950-05-16,18.440001,18.440001,18.440001,18.440001,1730000.0,18.440001,,,,,,,,,,,,,,,,,,
1950-05-17,18.52,18.52,18.52,18.52,2020000.0,18.52,,,,,,,,,,,,,,,,,,
1950-05-18,18.559999,18.559999,18.559999,18.559999,5240000.0,18.559999,,,,,,,,,,,,,,,,,,
1950-05-19,18.68,18.68,18.68,18.68,2110000.0,18.68,,,,,,,,,,,,,,,,,,
1950-05-22,18.6,18.6,18.6,18.6,1620000.0,18.6,,,,,,,,,,,,,,,,,,
1950-05-23,18.709999,18.709999,18.709999,18.709999,1460000.0,18.709999,,,,,,,,,,,,,,,,,,
1950-05-24,18.690001,18.690001,18.690001,18.690001,1850000.0,18.690001,,,,,,,,,,,,,,,,,,
1950-05-25,18.690001,18.690001,18.690001,18.690001,1480000.0,18.690001,,,,,,,,,,,,,,,,,,
1950-05-26,18.67,18.67,18.67,18.67,1330000.0,18.67,,,,,,,,,,,,,,,,,,
1950-05-29,18.719999,18.719999,18.719999,18.719999,1110000.0,18.719999,,,,,,,,,,,,,,,,,,
1950-05-31,18.780001,18.780001,18.780001,18.780001,1530000.0,18.780001,,,,,,,,,,,,,,,,,,
1950-06-01,18.77,18.77,18.77,18.77,1580000.0,18.77,,,,,,,,,,,,,,,,,,
1950-06-02,18.790001,18.790001,18.790001,18.790001,1450000.0,18.790001,,,,,,,,,,,,,,,,,,
1950-06-05,18.6,18.6,18.6,18.6,1630000.0,18.6,,,,,,,,,,,,,,,,,,
1950-06-06,18.879999,18.879999,18.879999,18.879999,2250000.0,18.879999,,,,,,,,,,,,,,,,,,
1950-06-07,18.93,18.93,18.93,18.93,1750000.0,18.93,,,,,,,,,,,,,,,,,,
1950-06-08,19.139999,19.139999,19.139999,19.139999,1780000.0,19.139999,,,,,,,,,,,,,,,,,,
1950-06-09,19.26,19.26,19.26,19.26,2130000.0,19.26,,,,,,,,,,,,,,,,,,
1950-06-12,19.4,19.4,19.4,19.4,1790000.0,19.4,,,,,,,,,,,,,,,,,,
1950-06-13,19.25,19.25,19.25,19.25,1790000.0,19.25,,,,,,,,,,,,,,,,,,
1950-06-14,18.98,18.98,18.98,18.98,1650000.0,18.98,,,,,,,,,,,,,,,,,,
1950-06-15,18.93,18.93,18.93,18.93,1530000.0,18.93,,,,,,,,,,,,,,,,,,
1950-06-16,18.969999,18.969999,18.969999,18.969999,1180000.0,18.969999,,,,,,,,,,,,,,,,,,
1950-06-19,18.92,18.92,18.92,18.92,1290000.0,18.92,,,,,,,,,,,,,,,,,,
1950-06-20,18.83,18.83,18.83,18.83,1470000.0,18.83,,,,,,,,,,,,,,,,,,
1950-06-21,19.0,19.0,19.0,19.0,1750000.0,19.0,,,,,,,,,,,,,,,,,,
1950-06-22,19.16,19.16,19.16,19.16,1830000.0,19.16,,,,,,,,,,,,,,,,,,
1950-06-23,19.139999,19.139999,19.139999,19.139999,1700000.0,19.139999,,,,,,,,,,,,,,,,,,
1950-06-26,18.110001,18.110001,18.110001,18.110001,3950000.0,18.110001,,,,,,,,,,,,,,,,,,
1950-06-27,17.91,17.91,17.91,17.91,4860000.0,17.91,,,,,,,,,,,,,,,,,,
1950-06-28,18.110001,18.110001,18.110001,18.110001,2600000.0,18.110001,,,,,,,,,,,,,,,,,,
1950-06-29,17.440001,17.440001,17.440001,17.440001,3040000.0,17.440001,,,,,,,,,,,,,,,,,,
1950-06-30,17.690001,17.690001,17.690001,17.690001,2660000.0,17.690001,,,,,,,,,,,,,,,,,,
1950-07-03,17.639999,17.639999,17.639999,17.639999,1550000.0,17.639999,,,,,,,,,,,,,,,,,,
1950-07-05,17.809999,17.809999,17.809999,17.809999,1400000.0,17.809999,,,,,,,,,,,,,,,,,,
1950-07-06,17.91,17.91,17.91,17.91,1570000.0,17.91,,,,,,,,,,,,,,,,,,
1950-07-07,17.67,17.67,17.67,17.67,1870000.0,17.67,,,,,,,,,,,,,,,,,,
1950-07-10,17.59,17.59,17.59,17.59,1960000.0,17.59,,,,,,,,,,,,,,,,,,
1950-07-11,17.32,17.32,17.32,17.32,3250000.0,17.32,,,,,,,,,,,,,,,,,,
1950-07-12,16.870001,16.870001,16.870001,16.870001,3200000.0,16.870001,,,,,,,,,,,,,,,,,,
1950-07-13,16.690001,16.690001,16.690001,16.690001,2660000.0,16.690001,,,,,,,,,,,,,,,,,,
1950-07-14,16.870001,16.870001,16.870001,16.870001,1900000.0,16.870001,,,,,,,,,,,,,,,,,,
1950-07-17,16.68,16.68,16.68,16.68,1520000.0,16.68,,,,,,,,,,,,,,,,,,
1950-07-18,17.059999,17.059999,17.059999,17.059999,1820000.0,17.059999,,,,,,,,,,,,,,,,,,
1950-07-19,17.360001,17.360001,17.360001,17.360001,2430000.0,17.360001,,,,,,,,,,,,,,,,,,
1950-07-20,17.610001,17.610001,17.610001,17.610001,3160000.0,17.610001,,,,,,,,,,,,,,,,,,
1950-07-21,17.59,17.59,17.59,17.59,2810000.0,17.59,,,,,,,,,,,,,,,,,,
1950-07-24,17.48,17.48,17.48,17.48,2300000.0,17.48,,,,,,,,,,,,,,,,,,
1950-07-25,17.23,17.23,17.23,17.23,2770000.0,17.23,,,,,,,,,,,,,,,,,,
1950-07-26,17.27,17.27,17.27,17.27,2460000.0,17.27,,,,,,,,,,,,,,,,,,
1950-07-27,17.5,17.5,17.5,17.5,2300000.0,17.5,,,,,,,,,,,,,,,,,,
1950-07-28,17.690001,17.690001,17.690001,17.690001,2050000.0,17.690001,,,,,,,,,,,,,,,,,,
1950-07-31,17.84,17.84,17.84,17.84,1590000.0,17.84,,,,,,,,,,,,,,,,,,
1950-08-01,18.02,18.02,18.02,18.02,1970000.0,18.02,,,,,,,,,,,,,,,,,,
1950-08-02,17.950001,17.950001,17.950001,17.950001,1980000.0,17.950001,,,,,,,,,,,,,,,,,,
1950-08-03,17.99,17.99,17.99,17.99,1660000.0,17.99,,,,,,,,,,,,,,,,,,
1950-08-04,18.139999,18.139999,18.139999,18.139999,1600000.0,18.139999,,,,,,,,,,,,,,,,,,
1950-08-07,18.41,18.41,18.41,18.41,1850000.0,18.41,,,,,,,,,,,,,,,,,,
1950-08-08,18.459999,18.459999,18.459999,18.459999,2180000.0,18.459999,,,,,,,,,,,,,,,,,,
1950-08-09,18.610001,18.610001,18.610001,18.610001,1760000.0,18.610001,,,,,,,,,,,,,,,,,,
1950-08-10,18.48,18.48,18.48,18.48,1870000.0,18.48,,,,,,,,,,,,,,,,,,
1950-08-11,18.280001,18.280001,18.280001,18.280001,1680000.0,18.280001,,,,,,,,,,,,,,,,,,
1950-08-14,18.290001,18.290001,18.290001,18.290001,1280000.0,18.290001,,,,,,,,,,,,,,,,,,
1950-08-15,18.32,18.32,18.32,18.32,1330000.0,18.32,,,,,,,,,,,,,,,,,,
1950-08-16,18.34,18.34,18.34,18.34,1770000.0,18.34,,,,,,,,,,,,,,,,,,
1950-08-17,18.540001,18.540001,18.540001,18.540001,2170000.0,18.540001,,,,,,,,,,,,,,,,,,
1950-08-18,18.68,18.68,18.68,18.68,1780000.0,18.68,,,,,,,,,,,,,,,,,,
1950-08-21,18.700001,18.700001,18.700001,18.700001,1840000.0,18.700001,,,,,,,,,,,,,,,,,,
1950-08-22,18.68,18.68,18.68,18.68,1550000.0,18.68,,,,,,,,,,,,,,,,,,
1950-08-23,18.82,18.82,18.82,18.82,1580000.0,18.82,,,,,,,,,,,,,,,,,,
1950-08-24,18.790001,18.790001,18.790001,18.790001,1620000.0,18.790001,,,,,,,,,,,,,,,,,,
1950-08-25,18.540001,18.540001,18.540001,18.540001,1610000.0,18.540001,,,,,,,,,,,,,,,,,,
1950-08-28,18.530001,18.530001,18.530001,18.530001,1300000.0,18.530001,,,,,,,,,,,,,,,,,,
1950-08-29,18.540001,18.540001,18.540001,18.540001,1890000.0,18.540001,,,,,,,,,,,,,,,,,,
1950-08-30,18.43,18.43,18.43,18.43,1490000.0,18.43,,,,,,,,,,,,,,,,,,
1950-08-31,18.42,18.42,18.42,18.42,1140000.0,18.42,,,,,,,,,,,,,,,,,,
1950-09-01,18.549999,18.549999,18.549999,18.549999,1290000.0,18.549999,,,,,,,,,,,,,,,,,,
1950-09-05,18.68,18.68,18.68,18.68,1250000.0,18.68,,,,,,,,,,,,,,,,,,
1950-09-06,18.540001,18.540001,18.540001,18.540001,1300000.0,18.540001,,,,,,,,,,,,,,,,,,
1950-09-07,18.59,18.59,18.59,18.59,1340000.0,18.59,,,,,,,,,,,,,,,,,,
1950-09-08,18.75,18.75,18.75,18.75,1960000.0,18.75,,,,,,,,,,,,,,,,,,
1950-09-11,18.610001,18.610001,18.610001,18.610001,1860000.0,18.610001,,,,,,,,,,,,,,,,,,
1950-09-12,18.870001,18.870001,18.870001,18.870001,1680000.0,18.870001,,,,,,,,,,,,,,,,,,
1950-09-13,19.09,19.09,19.09,19.09,2600000.0,19.09,,,,,,,,,,,,,,,,,,
1950-09-14,19.18,19.18,19.18,19.18,2350000.0,19.18,,,,,,,,,,,,,,,,,,
1950-09-15,19.290001,19.290001,19.290001,19.290001,2410000.0,19.290001,,,,,,,,,,,,,,,,,,
1950-09-18,19.370001,19.370001,19.370001,19.370001,2040000.0,19.370001,,,,,,,,,,,,,,,,,,
1950-09-19,19.309999,19.309999,19.309999,19.309999,1590000.0,19.309999,,,,,,,,,,,,,,,,,,
1950-09-20,19.209999,19.209999,19.209999,19.209999,2100000.0,19.209999,,,,,,,,,,,,,,,,,,
1950-09-21,19.370001,19.370001,19.370001,19.370001,1650000.0,19.370001,,,,,,,,,,,,,,,,,,
1950-09-22,19.440001,19.440001,19.440001,19.440001,2510000.0,19.440001,,,,,,,,,,,,,,,,,,
1950-09-25,19.42,19.42,19.42,19.42,2020000.0,19.42,,,,,,,,,,,,,,,,,,
1950-09-26,19.139999,19.139999,19.139999,19.139999,2280000.0,19.139999,,,,,,,,,,,,,,,,,,
1950-09-27,19.41,19.41,19.41,19.41,2360000.0,19.41,,,,,,,,,,,,,,,,,,
1950-09-28,19.42,19.42,19.42,19.42,2200000.0,19.42,,,,,,,,,,,,,,,,,,
1950-09-29,19.450001,19.450001,19.450001,19.450001,1800000.0,19.450001,,,,,,,,,,,,,,,,,,
1950-10-02,19.690001,19.690001,19.690001,19.690001,2200000.0,19.690001,,,,,,,,,,,,,,,,,,
1950-10-03,19.66,19.66,19.66,19.66,2480000.0,19.66,,,,,,,,,,,,,,,,,,
1950-10-04,20.0,20.0,20.0,20.0,2920000.0,20.0,,,,,,,,,,,,,,,,,,
1950-10-05,19.889999,19.889999,19.889999,19.889999,2490000.0,19.889999,,,,,,,,,,,,,,,,,,
1950-10-06,20.120001,20.120001,20.120001,20.120001,2360000.0,20.120001,,,,,,,,,,,,,,,,,,
1950-10-09,20.0,20.0,20.0,20.0,2330000.0,20.0,,,,,,,,,,,,,,,,,,
1950-10-10,19.780001,19.780001,19.780001,19.780001,1870000.0,19.780001,,,,,,,,,,,,,,,,,,
1950-10-11,19.860001,19.860001,19.860001,19.860001,2200000.0,19.860001,,,,,,,,,,,,,,,,,,
1950-10-13,19.85,19.85,19.85,19.85,2030000.0,19.85,,,,,,,,,,,,,,,,,,
1950-10-16,19.709999,19.709999,19.709999,19.709999,1630000.0,19.709999,,,,,,,,,,,,,,,,,,
1950-10-17,19.889999,19.889999,19.889999,19.889999,2010000.0,19.889999,,,,,,,,,,,,,,,,,,
1950-10-18,20.01,20.01,20.01,20.01,2410000.0,20.01,,,,,,,,,,,,,,,,,,
1950-10-19,20.02,20.02,20.02,20.02,2250000.0,20.02,,,,,,,,,,,,,,,,,,
1950-10-20,19.959999,19.959999,19.959999,19.959999,1840000.0,19.959999,,,,,,,,,,,,,,,,,,
1950-10-23,19.959999,19.959999,19.959999,19.959999,1850000.0,19.959999,,,,,,,,,,,,,,,,,,
1950-10-24,20.08,20.08,20.08,20.08,1790000.0,20.08,,,,,,,,,,,,,,,,,,
1950-10-25,20.049999,20.049999,20.049999,20.049999,1930000.0,20.049999,,,,,,,,,,,,,,,,,,
1950-10-26,19.610001,19.610001,19.610001,19.610001,3000000.0,19.610001,,,,,,,,,,,,,,,,,,
1950-10-27,19.77,19.77,19.77,19.77,1800000.0,19.77,,,,,,,,,,,,,,,,,,
1950-10-30,19.610001,19.610001,19.610001,19.610001,1790000.0,19.610001,,,,,,,,,,,,,,,,,,
1950-10-31,19.530001,19.530001,19.530001,19.530001,2010000.0,19.530001,,,,,,,,,,,,,,,,,,
1950-11-01,19.559999,19.559999,19.559999,19.559999,1780000.0,19.559999,,,,,,,,,,,,,,,,,,
1950-11-02,19.73,19.73,19.73,19.73,1580000.0,19.73,,,,,,,,,,,,,,,,,,
1950-11-03,19.85,19.85,19.85,19.85,1560000.0,19.85,,,,,,,,,,,,,,,,,,
1950-11-06,19.360001,19.360001,19.360001,19.360001,2580000.0,19.360001,,,,,,,,,,,,,,,,,,
1950-11-08,19.559999,19.559999,19.559999,19.559999,1850000.0,19.559999,,,,,,,,,,,,,,,,,,
1950-11-09,19.790001,19.790001,19.790001,19.790001,1760000.0,19.790001,,,,,,,,,,,,,,,,,,
1950-11-10,19.940001,19.940001,19.940001,19.940001,1640000.0,19.940001,,,,,,,,,,,,,,,,,,
1950-11-13,20.01,20.01,20.01,20.01,1630000.0,20.01,,,,,,,,,,,,,,,,,,
1950-11-14,19.860001,19.860001,19.860001,19.860001,1780000.0,19.860001,,,,,,,,,,,,,,,,,,
1950-11-15,19.82,19.82,19.82,19.82,1620000.0,19.82,,,,,,,,,,,,,,,,,,
1950-11-16,19.719999,19.719999,19.719999,19.719999,1760000.0,19.719999,,,,,,,,,,,,,,,,,,
1950-11-17,19.860001,19.860001,19.860001,19.860001,2130000.0,19.860001,,,,,,,,,,,,,,,,,,
1950-11-20,19.93,19.93,19.93,19.93,2250000.0,19.93,,,,,,,,,,,,,,,,,,
1950-11-21,19.879999,19.879999,19.879999,19.879999,2010000.0,19.879999,,,,,,,,,,,,,,,,,,
1950-11-22,20.16,20.16,20.16,20.16,2730000.0,20.16,,,,,,,,,,,,,,,,,,
1950-11-24,20.32,20.32,20.32,20.32,2620000.0,20.32,,,,,,,,,,,,,,,,,,
1950-11-27,20.18,20.18,20.18,20.18,1740000.0,20.18,,,,,,,,,,,,,,,,,,
1950-11-28,19.559999,19.559999,19.559999,19.559999,2970000.0,19.559999,,,,,,,,,,,,,,,,,,
1950-11-29,19.370001,19.370001,19.370001,19.370001,2770000.0,19.370001,,,,,,,,,,,,,,,,,,
1950-11-30,19.51,19.51,19.51,19.51,2080000.0,19.51,,,,,,,,,,,,,,,,,,
1950-12-01,19.66,19.66,19.66,19.66,1870000.0,19.66,,,,,,,,,,,,,,,,,,
1950-12-04,19.0,19.0,19.0,19.0,2510000.0,19.0,,,,,,,,,,,,,,,,,,
1950-12-05,19.309999,19.309999,19.309999,19.309999,1940000.0,19.309999,,,,,,,,,,,,,,,,,,
1950-12-06,19.450001,19.450001,19.450001,19.450001,2010000.0,19.450001,,,,,,,,,,,,,,,,,,
1950-12-07,19.4,19.4,19.4,19.4,1810000.0,19.4,,,,,,,,,,,,,,,,,,
1950-12-08,19.4,19.4,19.4,19.4,2310000.0,19.4,,,,,,,,,,,,,,,,,,
1950-12-11,19.719999,19.719999,19.719999,19.719999,2600000.0,19.719999,,,,,,,,,,,,,,,,,,
1950-12-12,19.68,19.68,19.68,19.68,2140000.0,19.68,,,,,,,,,,,,,,,,,,
1950-12-13,19.67,19.67,19.67,19.67,2030000.0,19.67,,,,,,,,,,,,,,,,,,
1950-12-14,19.43,19.43,19.43,19.43,2660000.0,19.43,,,,,,,,,,,,,,,,,,
1950-12-15,19.33,19.33,19.33,19.33,2420000.0,19.33,,,,,,,,,,,,,,,,,,
1950-12-18,19.85,19.85,19.85,19.85,4500000.0,19.85,,,,,,,,,,,,,,,,,,
1950-12-19,19.959999,19.959999,19.959999,19.959999,3650000.0,19.959999,,,,,,,,,,,,,,,,,,
1950-12-20,19.969999,19.969999,19.969999,19.969999,3510000.0,19.969999,,,,,,,,,,,,,,,,,,
1950-12-21,19.98,19.98,19.98,19.98,3990000.0,19.98,,,,,,,,,,,,,,,,,,
1950-12-22,20.07,20.07,20.07,20.07,2720000.0,20.07,,,,,,,,,,,,,,,,,,
1950-12-26,19.92,19.92,19.92,19.92,2660000.0,19.92,,,,,,,,,,,,,,,,,,
1950-12-27,20.299999,20.299999,20.299999,20.299999,2940000.0,20.299999,,,,,,,,,,,,,,,,,,
1950-12-28,20.379999,20.379999,20.379999,20.379999,3560000.0,20.379999,,,,,,,,,,,,,,,,,,
1950-12-29,20.43,20.43,20.43,20.43,3440000.0,20.43,,,,,,,,,,,,,,,,,,
1951-01-02,20.77,20.77,20.77,20.77,3030000.0,20.77,,,,,,,,,,,,,,,,,,
1951-01-03,20.690001,20.690001,20.690001,20.690001,3370000.0,20.690001,,,,,,,,,,,,,,,,,,
1951-01-04,20.870001,20.870001,20.870001,20.870001,3390000.0,20.870001,,,,,,,,,,,,,,,,,,
1951-01-05,20.870001,20.870001,20.870001,20.870001,3390000.0,20.870001,,,,,,,,,,,,,,,,,,
1951-01-08,21.0,21.0,21.0,21.0,2780000.0,21.0,,,,,,,,,,,,,,,,,,
1951-01-09,21.120001,21.120001,21.120001,21.120001,3800000.0,21.120001,,,,,,,,,,,,,,,,,,
